time,value,is_night
2020-01-03 07:22:00,1,True
2020-01-03 07:31:00,1,False
2020-01-03 07:34:00,1,False
2020-01-03 07:38:00,1,False
2020-01-03 07:52:00,1,False
2020-01-03 07:54:00,1,False
2020-01-03 07:58:00,1,False
2020-01-03 08:00:00,1,False
2020-01-03 08:09:00,1,False
2020-01-03 08:14:00,1,False
2020-01-03 08:26:00,1,False
2020-01-03 08:29:00,1,False
2020-01-03 08:33:00,1,False
2020-01-03 08:34:00,1,False
2020-01-03 08:36:00,1,False
2020-01-03 08:49:00,1,False
2020-01-03 08:55:00,1,False
2020-01-03 08:58:00,1,False
2020-01-03 09:04:00,1,False
2020-01-03 09:06:00,1,False
2020-01-03 09:09:00,1,False
2020-01-03 09:12:00,1,False
2020-01-03 09:18:00,1,False
2020-01-03 09:22:00,1,False
2020-01-03 09:32:00,1,False
2020-01-03 09:33:00,1,False
2020-01-03 09:36:00,1,False
2020-01-03 09:41:00,1,False
2020-01-03 09:56:00,1,False
2020-01-03 10:00:00,1,False
2020-01-03 10:03:00,1,False
2020-01-03 10:07:00,1,False
2020-01-03 10:08:00,1,False
2020-01-03 10:13:00,1,False
2020-01-03 10:18:00,1,False
2020-01-03 10:31:00,1,False
2020-01-03 10:41:00,1,False
2020-01-03 10:55:00,1,False
2020-01-03 11:01:00,1,False
2020-01-03 11:14:00,1,False
2020-01-03 11:31:00,1,False
2020-01-03 13:44:00,1,False
2020-01-03 13:51:00,1,False
2020-01-03 15:10:00,1,True
2020-01-03 15:28:00,1,True
2020-01-03 15:45:00,1,True
2020-01-03 15:50:00,1,True
2020-01-03 16:15:00,1,True
2020-01-03 16:19:00,1,True
2020-01-03 16:33:00,1,True
2020-01-03 16:38:00,1,True
2020-01-03 16:40:00,1,True
2020-01-03 16:46:00,1,True
2020-01-03 16:50:00,1,True
2020-01-03 16:52:00,1,True
2020-01-03 16:54:00,1,True
2020-01-03 17:01:00,1,True
2020-01-03 17:04:00,1,True
2020-01-03 17:05:00,1,True
2020-01-03 17:17:00,1,True
2020-01-03 17:20:00,1,True
2020-01-03 17:22:00,1,True
2020-01-03 17:25:00,1,True
2020-01-03 17:28:00,1,True
2020-01-03 17:30:00,1,True
2020-01-03 17:41:00,1,True
2020-01-03 17:42:00,1,True
2020-01-03 17:45:00,1,True
2020-01-03 17:47:00,1,True
2020-01-03 17:49:00,1,True
2020-01-03 17:50:00,1,True
2020-01-03 17:57:00,1,True
2020-01-03 18:15:00,1,True
2020-01-03 18:26:00,1,True
2020-01-03 18:29:00,1,True
2020-01-03 18:32:00,1,True
2020-01-03 18:37:00,1,True
2020-01-03 18:41:00,1,True
2020-01-03 18:47:00,1,True
2020-01-03 18:53:00,1,True
2020-01-03 19:08:00,1,True
2020-01-03 19:28:00,1,False
2020-01-03 20:03:00,1,False
2020-01-03 21:47:00,1,False
2020-01-03 21:59:00,1,False
2020-01-03 23:33:00,1,False
2020-01-04 00:51:00,1,False
2020-01-04 01:19:00,1,False
2020-01-04 03:31:00,1,False
2020-01-04 03:52:00,1,True
2020-01-04 03:55:00,1,True
2020-01-04 04:30:00,1,True
2020-01-04 04:48:00,1,True
2020-01-04 05:45:00,1,True
2020-01-04 05:49:00,1,True
2020-01-04 06:52:00,1,True
2020-01-04 07:08:00,1,True
2020-01-04 07:23:00,1,False
2020-01-04 07:34:00,1,False
2020-01-04 07:45:00,1,False
2020-01-04 07:46:00,1,False
2020-01-04 07:49:00,1,False
2020-01-04 08:00:00,1,False
2020-01-04 08:14:00,1,False
2020-01-04 08:20:00,1,False
2020-01-04 08:22:00,1,False
2020-01-04 08:23:00,1,False
2020-01-04 08:25:00,1,False
2020-01-04 08:27:00,1,False
2020-01-04 08:30:00,1,False
2020-01-04 08:32:00,1,False
2020-01-04 08:35:00,1,False
2020-01-04 08:36:00,1,False
2020-01-04 08:42:00,1,False
2020-01-04 08:45:00,1,False
2020-01-04 08:48:00,1,False
2020-01-04 09:00:00,1,False
2020-01-04 09:03:00,1,False
2020-01-04 09:04:00,1,False
2020-01-04 09:08:00,1,False
2020-01-04 09:09:00,1,False
2020-01-04 09:10:00,1,False
2020-01-04 09:14:00,1,False
2020-01-04 09:16:00,1,False
2020-01-04 09:21:00,1,False
2020-01-04 09:37:00,1,False
2020-01-04 09:39:00,1,False
2020-01-04 09:41:00,1,False
2020-01-04 10:07:00,1,False
2020-01-04 10:21:00,1,False
2020-01-04 10:27:00,1,False
2020-01-04 10:33:00,1,False
2020-01-04 10:39:00,1,False
2020-01-04 11:05:00,1,False
2020-01-04 12:14:00,1,True
2020-01-04 12:15:00,1,True
2020-01-04 13:31:00,1,False
2020-01-04 14:42:00,1,True
2020-01-04 16:01:00,1,True
2020-01-04 16:03:00,1,True
2020-01-04 16:05:00,1,True
2020-01-04 16:34:00,1,True
2020-01-04 16:37:00,1,True
2020-01-04 16:44:00,1,True
2020-01-04 16:49:00,1,True
2020-01-04 16:52:00,1,True
2020-01-04 16:56:00,1,True
2020-01-04 17:07:00,1,True
2020-01-04 17:14:00,1,True
2020-01-04 17:16:00,1,True
2020-01-04 17:18:00,1,True
2020-01-04 17:19:00,1,True
2020-01-04 17:21:00,1,True
2020-01-04 17:25:00,1,True
2020-01-04 17:26:00,1,True
2020-01-04 17:27:00,1,True
2020-01-04 17:28:00,1,True
2020-01-04 17:32:00,1,True
2020-01-04 17:39:00,1,True
2020-01-04 17:40:00,1,True
2020-01-04 17:43:00,1,True
2020-01-04 17:44:00,1,True
2020-01-04 17:56:00,1,True
2020-01-04 17:57:00,1,True
2020-01-04 18:07:00,1,True
2020-01-04 18:17:00,1,True
2020-01-04 18:21:00,1,True
2020-01-04 18:23:00,1,True
2020-01-04 18:29:00,1,True
2020-01-04 18:38:00,1,True
2020-01-04 18:40:00,1,True
2020-01-04 19:03:00,1,True
2020-01-04 19:04:00,1,True
2020-01-04 19:37:00,1,False
2020-01-04 20:18:00,1,False
2020-01-04 20:55:00,1,False
2020-01-04 20:59:00,1,False
2020-01-04 22:19:00,1,False
2020-01-04 23:51:00,1,False
2020-01-05 01:13:00,1,False
2020-01-05 03:23:00,1,False
2020-01-05 03:40:00,1,True
2020-01-05 04:46:00,1,True
2020-01-05 05:27:00,1,True
2020-01-05 06:08:00,1,True
2020-01-05 06:19:00,1,True
2020-01-05 06:37:00,1,True
2020-01-05 06:42:00,1,True
2020-01-05 06:56:00,1,True
2020-01-05 07:04:00,1,True
2020-01-05 07:15:00,1,True
2020-01-05 07:18:00,1,True
2020-01-05 07:48:00,1,False
2020-01-05 07:53:00,1,False
2020-01-05 07:56:00,1,False
2020-01-05 07:57:00,1,False
2020-01-05 08:02:00,1,False
2020-01-05 08:09:00,1,False
2020-01-05 08:11:00,1,False
2020-01-05 08:16:00,1,False
2020-01-05 08:17:00,1,False
2020-01-05 08:26:00,1,False
2020-01-05 08:36:00,1,False
2020-01-05 08:37:00,1,False
2020-01-05 08:38:00,1,False
2020-01-05 08:39:00,1,False
2020-01-05 08:45:00,1,False
2020-01-05 08:50:00,1,False
2020-01-05 08:56:00,1,False
2020-01-05 09:01:00,1,False
2020-01-05 09:03:00,1,False
2020-01-05 09:10:00,1,False
2020-01-05 09:15:00,1,False
2020-01-05 09:17:00,1,False
2020-01-05 09:19:00,1,False
2020-01-05 09:21:00,1,False
2020-01-05 09:27:00,1,False
2020-01-05 09:46:00,1,False
2020-01-05 09:51:00,1,False
2020-01-05 09:53:00,1,False
2020-01-05 10:11:00,1,False
2020-01-05 11:04:00,1,False
2020-01-05 11:11:00,1,False
2020-01-05 11:42:00,1,False
2020-01-05 11:57:00,1,True
2020-01-05 12:19:00,1,False
2020-01-05 13:00:00,1,False
2020-01-05 15:41:00,1,True
2020-01-05 15:48:00,1,True
2020-01-05 15:49:00,1,True
2020-01-05 16:03:00,1,True
2020-01-05 16:10:00,1,True
2020-01-05 16:21:00,1,True
2020-01-05 16:30:00,1,True
2020-01-05 16:32:00,1,True
2020-01-05 16:41:00,1,True
2020-01-05 16:44:00,1,True
2020-01-05 16:46:00,1,True
2020-01-05 17:00:00,1,True
2020-01-05 17:02:00,1,True
2020-01-05 17:09:00,1,True
2020-01-05 17:10:00,1,True
2020-01-05 17:13:00,1,True
2020-01-05 17:14:00,1,True
2020-01-05 17:25:00,1,True
2020-01-05 17:27:00,1,True
2020-01-05 17:28:00,1,True
2020-01-05 17:30:00,1,True
2020-01-05 17:31:00,1,True
2020-01-05 17:32:00,1,True
2020-01-05 17:35:00,1,True
2020-01-05 17:39:00,1,True
2020-01-05 17:42:00,1,True
2020-01-05 17:44:00,1,True
2020-01-05 17:46:00,1,True
2020-01-05 17:55:00,1,True
2020-01-05 18:05:00,1,True
2020-01-05 18:10:00,1,True
2020-01-05 18:18:00,1,True
2020-01-05 18:20:00,1,True
2020-01-05 18:21:00,1,True
2020-01-05 18:30:00,1,True
2020-01-05 18:44:00,1,True
2020-01-05 18:55:00,1,True
2020-01-05 19:11:00,1,True
2020-01-05 19:33:00,1,False
2020-01-05 23:27:00,1,False
2020-01-05 23:37:00,1,False
2020-01-06 00:01:00,1,False
2020-01-06 01:32:00,1,False
2020-01-06 02:07:00,1,False
2020-01-06 03:11:00,1,False
2020-01-06 03:12:00,1,False
2020-01-06 04:28:00,1,True
2020-01-06 05:50:00,1,True
2020-01-06 06:33:00,1,True
2020-01-06 07:02:00,1,True
2020-01-06 07:05:00,1,True
2020-01-06 07:09:00,1,True
2020-01-06 07:19:00,1,True
2020-01-06 07:32:00,1,False
2020-01-06 07:42:00,1,False
2020-01-06 07:49:00,1,False
2020-01-06 07:57:00,1,False
2020-01-06 07:59:00,1,False
2020-01-06 08:00:00,1,False
2020-01-06 08:02:00,1,False
2020-01-06 08:08:00,1,False
2020-01-06 08:19:00,1,False
2020-01-06 08:21:00,1,False
2020-01-06 08:27:00,1,False
2020-01-06 08:31:00,1,False
2020-01-06 08:34:00,1,False
2020-01-06 08:42:00,1,False
2020-01-06 08:45:00,1,False
2020-01-06 08:46:00,1,False
2020-01-06 08:48:00,1,False
2020-01-06 08:56:00,1,False
2020-01-06 08:57:00,1,False
2020-01-06 08:59:00,1,False
2020-01-06 09:01:00,1,False
2020-01-06 09:13:00,1,False
2020-01-06 09:15:00,1,False
2020-01-06 09:32:00,1,False
2020-01-06 09:33:00,1,False
2020-01-06 09:36:00,1,False
2020-01-06 09:53:00,1,False
2020-01-06 10:00:00,1,False
2020-01-06 10:02:00,1,False
2020-01-06 10:09:00,1,False
2020-01-06 10:12:00,1,False
2020-01-06 10:18:00,1,False
2020-01-06 10:27:00,1,False
2020-01-06 10:36:00,1,False
2020-01-06 10:41:00,1,False
2020-01-06 10:51:00,1,False
2020-01-06 10:57:00,1,False
2020-01-06 11:44:00,1,True
2020-01-06 11:52:00,1,True
2020-01-06 12:09:00,1,True
2020-01-06 13:08:00,1,False
2020-01-06 13:19:00,1,False
2020-01-06 14:21:00,1,True
2020-01-06 14:42:00,1,True
2020-01-06 16:01:00,1,True
2020-01-06 16:02:00,1,True
2020-01-06 16:18:00,1,True
2020-01-06 16:33:00,1,True
2020-01-06 16:34:00,1,True
2020-01-06 16:35:00,1,True
2020-01-06 16:37:00,1,True
2020-01-06 16:39:00,1,True
2020-01-06 16:44:00,1,True
2020-01-06 16:45:00,1,True
2020-01-06 16:50:00,1,True
2020-01-06 16:57:00,1,True
2020-01-06 16:59:00,1,True
2020-01-06 17:05:00,1,True
2020-01-06 17:06:00,1,True
2020-01-06 17:20:00,1,True
2020-01-06 17:22:00,1,True
2020-01-06 17:29:00,1,True
2020-01-06 17:31:00,1,True
2020-01-06 17:32:00,1,True
2020-01-06 17:41:00,1,True
2020-01-06 17:48:00,1,True
2020-01-06 17:52:00,1,True
2020-01-06 17:56:00,1,True
2020-01-06 17:58:00,1,True
2020-01-06 18:00:00,1,True
2020-01-06 18:02:00,1,True
2020-01-06 18:07:00,1,True
2020-01-06 18:21:00,1,True
2020-01-06 18:22:00,1,True
2020-01-06 18:27:00,1,True
2020-01-06 18:28:00,1,True
2020-01-06 18:30:00,1,True
2020-01-06 18:41:00,1,True
2020-01-06 18:43:00,1,True
2020-01-06 19:16:00,1,True
2020-01-06 19:49:00,1,False
2020-01-06 20:23:00,1,False
2020-01-06 20:25:00,1,False
2020-01-06 20:41:00,1,False
2020-01-07 00:37:00,1,False
2020-01-07 00:45:00,1,False
2020-01-07 02:37:00,1,False
2020-01-07 04:01:00,1,True
2020-01-07 04:23:00,1,True
2020-01-07 06:12:00,1,True
2020-01-07 06:14:00,1,True
2020-01-07 07:05:00,1,True
2020-01-07 07:12:00,1,True
2020-01-07 07:19:00,1,True
2020-01-07 07:38:00,1,False
2020-01-07 07:40:00,1,False
2020-01-07 08:11:00,1,False
2020-01-07 08:13:00,1,False
2020-01-07 08:16:00,1,False
2020-01-07 08:24:00,1,False
2020-01-07 08:25:00,1,False
2020-01-07 08:31:00,1,False
2020-01-07 08:34:00,1,False
2020-01-07 08:35:00,1,False
2020-01-07 08:36:00,1,False
2020-01-07 08:38:00,1,False
2020-01-07 08:40:00,1,False
2020-01-07 08:47:00,1,False
2020-01-07 08:59:00,1,False
2020-01-07 09:01:00,1,False
2020-01-07 09:08:00,1,False
2020-01-07 09:14:00,1,False
2020-01-07 09:17:00,1,False
2020-01-07 09:22:00,1,False
2020-01-07 09:24:00,1,False
2020-01-07 09:25:00,1,False
2020-01-07 09:27:00,1,False
2020-01-07 09:48:00,1,False
2020-01-07 09:55:00,1,False
2020-01-07 09:59:00,1,False
2020-01-07 10:07:00,1,False
2020-01-07 10:12:00,1,False
2020-01-07 10:15:00,1,False
2020-01-07 10:16:00,1,False
2020-01-07 10:22:00,1,False
2020-01-07 10:25:00,1,False
2020-01-07 10:43:00,1,False
2020-01-07 10:44:00,1,False
2020-01-07 10:46:00,1,False
2020-01-07 11:09:00,1,False
2020-01-07 11:12:00,1,False
2020-01-07 11:39:00,1,False
2020-01-07 11:59:00,1,True
2020-01-07 13:34:00,1,False
2020-01-07 14:10:00,1,True
2020-01-07 14:22:00,1,True
2020-01-07 16:30:00,1,True
2020-01-07 16:32:00,1,True
2020-01-07 16:34:00,1,True
2020-01-07 16:38:00,1,True
2020-01-07 16:41:00,1,True
2020-01-07 16:42:00,1,True
2020-01-07 16:43:00,1,True
2020-01-07 16:49:00,1,True
2020-01-07 16:50:00,1,True
2020-01-07 17:11:00,1,True
2020-01-07 17:23:00,1,True
2020-01-07 17:26:00,1,True
2020-01-07 17:27:00,1,True
2020-01-07 17:30:00,1,True
2020-01-07 17:36:00,1,True
2020-01-07 17:37:00,1,True
2020-01-07 17:39:00,1,True
2020-01-07 17:42:00,1,True
2020-01-07 17:43:00,1,True
2020-01-07 17:49:00,1,True
2020-01-07 17:51:00,1,True
2020-01-07 17:53:00,1,True
2020-01-07 17:54:00,1,True
2020-01-07 17:56:00,1,True
2020-01-07 17:57:00,1,True
2020-01-07 18:12:00,1,True
2020-01-07 18:19:00,1,True
2020-01-07 18:22:00,1,True
2020-01-07 18:24:00,1,True
2020-01-07 18:31:00,1,True
2020-01-07 18:36:00,1,True
2020-01-07 18:38:00,1,True
2020-01-07 18:43:00,1,True
2020-01-07 18:47:00,1,True
2020-01-07 18:57:00,1,True
2020-01-07 19:06:00,1,True
2020-01-07 19:11:00,1,True
2020-01-07 19:14:00,1,True
2020-01-07 19:35:00,1,False
2020-01-07 22:32:00,1,False
2020-01-08 02:33:00,1,False
2020-01-08 02:58:00,1,False
2020-01-08 03:16:00,1,False
2020-01-08 04:02:00,1,True
2020-01-08 05:10:00,1,True
2020-01-08 05:15:00,1,True
2020-01-08 05:32:00,1,True
2020-01-08 05:41:00,1,True
2020-01-08 06:20:00,1,True
2020-01-08 06:32:00,1,True
2020-01-08 07:21:00,1,True
2020-01-08 07:27:00,1,False
2020-01-08 07:38:00,1,False
2020-01-08 07:40:00,1,False
2020-01-08 07:41:00,1,False
2020-01-08 07:42:00,1,False
2020-01-08 07:53:00,1,False
2020-01-08 07:57:00,1,False
2020-01-08 08:03:00,1,False
2020-01-08 08:09:00,1,False
2020-01-08 08:14:00,1,False
2020-01-08 08:15:00,1,False
2020-01-08 08:17:00,1,False
2020-01-08 08:28:00,1,False
2020-01-08 08:30:00,1,False
2020-01-08 08:39:00,1,False
2020-01-08 08:41:00,1,False
2020-01-08 08:43:00,1,False
2020-01-08 08:46:00,1,False
2020-01-08 08:48:00,1,False
2020-01-08 08:52:00,1,False
2020-01-08 08:55:00,1,False
2020-01-08 08:56:00,1,False
2020-01-08 08:59:00,1,False
2020-01-08 09:01:00,1,False
2020-01-08 09:08:00,1,False
2020-01-08 09:13:00,1,False
2020-01-08 09:16:00,1,False
2020-01-08 09:23:00,1,False
2020-01-08 09:32:00,1,False
2020-01-08 09:33:00,1,False
2020-01-08 09:47:00,1,False
2020-01-08 09:52:00,1,False
2020-01-08 10:02:00,1,False
2020-01-08 10:43:00,1,False
2020-01-08 11:01:00,1,False
2020-01-08 11:30:00,1,False
2020-01-08 12:25:00,1,False
2020-01-08 13:11:00,1,False
2020-01-08 14:41:00,1,True
2020-01-08 15:33:00,1,True
2020-01-08 15:34:00,1,True
2020-01-08 16:04:00,1,True
2020-01-08 16:06:00,1,True
2020-01-08 16:11:00,1,True
2020-01-08 16:15:00,1,True
2020-01-08 16:29:00,1,True
2020-01-08 16:32:00,1,True
2020-01-08 16:35:00,1,True
2020-01-08 16:38:00,1,True
2020-01-08 16:48:00,1,True
2020-01-08 16:56:00,1,True
2020-01-08 17:14:00,1,True
2020-01-08 17:26:00,1,True
2020-01-08 17:32:00,1,True
2020-01-08 17:35:00,1,True
2020-01-08 17:36:00,1,True
2020-01-08 17:45:00,1,True
2020-01-08 17:48:00,1,True
2020-01-08 18:03:00,1,True
2020-01-08 18:05:00,1,True
2020-01-08 18:06:00,1,True
2020-01-08 18:08:00,1,True
2020-01-08 18:12:00,1,True
2020-01-08 18:17:00,1,True
2020-01-08 18:19:00,1,True
2020-01-08 18:20:00,1,True
2020-01-08 18:26:00,1,True
2020-01-08 18:29:00,1,True
2020-01-08 18:30:00,1,True
2020-01-08 18:35:00,1,True
2020-01-08 18:39:00,1,True
2020-01-08 18:49:00,1,True
2020-01-08 19:04:00,1,True
2020-01-08 19:07:00,1,True
2020-01-08 19:12:00,1,True
2020-01-08 19:20:00,1,True
2020-01-08 19:23:00,1,True
2020-01-08 19:26:00,1,True
2020-01-08 19:56:00,1,False
2020-01-08 21:51:00,1,False
2020-01-08 22:00:00,1,False
2020-01-08 22:23:00,1,False
2020-01-09 01:21:00,1,False
2020-01-09 02:01:00,1,False
2020-01-09 04:34:00,1,True
2020-01-09 05:30:00,1,True
2020-01-09 05:44:00,1,True
2020-01-09 06:28:00,1,True
2020-01-09 07:00:00,1,True
2020-01-09 07:07:00,1,True
2020-01-09 07:09:00,1,True
2020-01-09 07:21:00,1,True
2020-01-09 07:29:00,1,False
2020-01-09 07:33:00,1,False
2020-01-09 07:59:00,1,False
2020-01-09 08:02:00,1,False
2020-01-09 08:04:00,1,False
2020-01-09 08:10:00,1,False
2020-01-09 08:13:00,1,False
2020-01-09 08:14:00,1,False
2020-01-09 08:24:00,1,False
2020-01-09 08:30:00,1,False
2020-01-09 08:33:00,1,False
2020-01-09 08:38:00,1,False
2020-01-09 08:45:00,1,False
2020-01-09 08:48:00,1,False
2020-01-09 08:49:00,1,False
2020-01-09 08:50:00,1,False
2020-01-09 08:51:00,1,False
2020-01-09 08:52:00,1,False
2020-01-09 09:02:00,1,False
2020-01-09 09:05:00,1,False
2020-01-09 09:07:00,1,False
2020-01-09 09:08:00,1,False
2020-01-09 09:11:00,1,False
2020-01-09 09:18:00,1,False
2020-01-09 09:20:00,1,False
2020-01-09 09:22:00,1,False
2020-01-09 10:01:00,1,False
2020-01-09 10:05:00,1,False
2020-01-09 10:09:00,1,False
2020-01-09 10:23:00,1,False
2020-01-09 11:40:00,1,False
2020-01-09 12:35:00,1,False
2020-01-09 14:39:00,1,True
2020-01-09 15:31:00,1,True
2020-01-09 15:35:00,1,True
2020-01-09 15:51:00,1,True
2020-01-09 15:54:00,1,True
2020-01-09 16:08:00,1,True
2020-01-09 16:14:00,1,True
2020-01-09 16:39:00,1,True
2020-01-09 16:41:00,1,True
2020-01-09 16:42:00,1,True
2020-01-09 16:45:00,1,True
2020-01-09 16:47:00,1,True
2020-01-09 17:00:00,1,True
2020-01-09 17:07:00,1,True
2020-01-09 17:10:00,1,True
2020-01-09 17:13:00,1,True
2020-01-09 17:16:00,1,True
2020-01-09 17:22:00,1,True
2020-01-09 17:30:00,1,True
2020-01-09 17:32:00,1,True
2020-01-09 17:35:00,1,True
2020-01-09 17:37:00,1,True
2020-01-09 17:39:00,1,True
2020-01-09 17:50:00,1,True
2020-01-09 17:53:00,1,True
2020-01-09 17:59:00,1,True
2020-01-09 18:09:00,1,True
2020-01-09 18:14:00,1,True
2020-01-09 18:22:00,1,True
2020-01-09 18:23:00,1,True
2020-01-09 18:26:00,1,True
2020-01-09 18:28:00,1,True
2020-01-09 18:31:00,1,True
2020-01-09 18:32:00,1,True
2020-01-09 18:37:00,1,True
2020-01-09 18:38:00,1,True
2020-01-09 18:56:00,1,True
